ID,Team A,Team B,A,B,Tournament,Phase,Extra
24750,Thomas N,Jorg P,0,5,World Cup XVII,Silver Cup - Group G,
24751,Jorn F,Paolo S,3,3,World Cup XVII,Silver Cup - Group G,
24752,Wolf H,Stephen D,3,4,World Cup XVII,Silver Cup - Group G,
24753,Thomas N,Peter K,1,5,World Cup XVII,Silver Cup - Group G,
24754,Jorn F,Rodolfo M,2,4,World Cup XVII,Silver Cup - Group G,
24755,Paolo S,Jorg P,3,2,World Cup XVII,Silver Cup - Group G,
24756,Thomas N,Wolf H,4,2,World Cup XVII,Silver Cup - Group G,
24757,Jorn F,Stephen D,3,3,World Cup XVII,Silver Cup - Group G,
24758,Paolo S,Peter K,5,2,World Cup XVII,Silver Cup - Group G,
24759,Jorg P,Rodolfo M,4,5,World Cup XVII,Silver Cup - Group G,
24760,Wolf H,Jorn F,1,2,World Cup XVII,Silver Cup - Group G,
24761,Paolo S,Thomas N,3,2,World Cup XVII,Silver Cup - Group G,
24762,Jorg P,Stephen D,6,2,World Cup XVII,Silver Cup - Group G,
24763,Rodolfo M,Peter K,3,2,World Cup XVII,Silver Cup - Group G,
24764,Paolo S,Wolf H,4,1,World Cup XVII,Silver Cup - Group G,
24765,Jorg P,Jorn F,3,5,World Cup XVII,Silver Cup - Group G,
24766,Rodolfo M,Thomas N,7,3,World Cup XVII,Silver Cup - Group G,
24767,Peter K,Stephen D,2,4,World Cup XVII,Silver Cup - Group G,
24768,Wolf H,Jorg P,1,5,World Cup XVII,Silver Cup - Group G,
24769,Rodolfo M,Paolo S,9,2,World Cup XVII,Silver Cup - Group G,
24770,Peter K,Jorn F,2,2,World Cup XVII,Silver Cup - Group G,
24771,Stephen D,Thomas N,3,2,World Cup XVII,Silver Cup - Group G,
24772,Dennis N,Michael G,1,2,World Cup XVII,Silver Cup - Group H,
24773,Ian K,Torgny A,4,2,World Cup XVII,Silver Cup - Group H,
24774,Cornelius H,Peter S,3,1,World Cup XVII,Silver Cup - Group H,
24775,Jaume P,Michele L,2,5,World Cup XVII,Silver Cup - Group H,
24776,Ian K,Dennis N,1,5,World Cup XVII,Silver Cup - Group H,
24777,Cornelius H,Michael G,2,3,World Cup XVII,Silver Cup - Group H,
24778,Jaume P,Torgny A,5,1,World Cup XVII,Silver Cup - Group H,
24779,Michele L,Peter S,4,3,World Cup XVII,Silver Cup - Group H,
24780,Dennis N,Cornelius H,1,3,World Cup XVII,Silver Cup - Group H,
24781,Jaume P,Ian K,2,5,World Cup XVII,Silver Cup - Group H,
24782,Michele L,Michael G,3,6,World Cup XVII,Silver Cup - Group H,
24783,Peter S,Torgny A,2,3,World Cup XVII,Silver Cup - Group H,
24784,Jaume P,Dennis N,4,2,World Cup XVII,Silver Cup - Group H,
24785,Michele L,Cornelius H,1,1,World Cup XVII,Silver Cup - Group H,
24786,Peter S,Ian K,1,8,World Cup XVII,Silver Cup - Group H,
24787,Torgny A,Michael G,1,4,World Cup XVII,Silver Cup - Group H,
24788,Dennis N,Michele L,3,3,World Cup XVII,Silver Cup - Group H,
24789,Peter S,Jaume P,3,2,World Cup XVII,Silver Cup - Group H,
24790,Torgny A,Cornelius H,7,1,World Cup XVII,Silver Cup - Group H,
24791,Michael G,Ian K,7,0,World Cup XVII,Silver Cup - Group H,
24792,Peter S,Dennis N,1,2,World Cup XVII,Silver Cup - Group H,
24793,Torgny A,Michele L,1,1,World Cup XVII,Silver Cup - Group H,
24794,Michael G,Jaume P,8,2,World Cup XVII,Silver Cup - Group H,
24795,Ian K,Cornelius H,7,1,World Cup XVII,Silver Cup - Group H,
24796,Dennis N,Torgny A,2,1,World Cup XVII,Silver Cup - Group H,
24797,Michael G,Peter S,2,3,World Cup XVII,Silver Cup - Group H,
24798,Ian K,Michele L,2,0,World Cup XVII,Silver Cup - Group H,
24799,Cornelius H,Jaume P,2,1,World Cup XVII,Silver Cup - Group H,
24800,Fabio F,Steve C,5,2,World Cup XVII,Round 2 - Group E,
24801,Frank F,Lorenzo L,3,1,World Cup XVII,Round 2 - Group E,
24802,Lee W,Jacob K,6,5,World Cup XVII,Round 2 - Group E,
24803,Thor S,Oliver St,5,2,World Cup XVII,Round 2 - Group E,
24804,Frank F,Fabio F,2,11,World Cup XVII,Round 2 - Group E,
24805,Lee W,Steve C,4,5,World Cup XVII,Round 2 - Group E,
24806,Thor S,Lorenzo L,6,4,World Cup XVII,Round 2 - Group E,
24807,Oliver St,Jacob K,5,2,World Cup XVII,Round 2 - Group E,
24808,Fabio F,Lee W,7,3,World Cup XVII,Round 2 - Group E,
24809,Thor S,Frank F,9,3,World Cup XVII,Round 2 - Group E,
24810,Oliver St,Steve C,9,3,World Cup XVII,Round 2 - Group E,
24811,Jacob K,Lorenzo L,4,3,World Cup XVII,Round 2 - Group E,
24812,Thor S,Fabio F,6,5,World Cup XVII,Round 2 - Group E,
24813,Oliver St,Lee W,5,3,World Cup XVII,Round 2 - Group E,
24814,Jacob K,Frank F,4,3,World Cup XVII,Round 2 - Group E,
24815,Lorenzo L,Steve C,0,0,World Cup XVII,Round 2 - Group E,
24816,Fabio F,Oliver St,6,3,World Cup XVII,Round 2 - Group E,
24817,Jacob K,Thor S,3,4,World Cup XVII,Round 2 - Group E,
24818,Lorenzo L,Lee W,2,5,World Cup XVII,Round 2 - Group E,
24819,Steve C,Frank F,1,1,World Cup XVII,Round 2 - Group E,
24820,Jacob K,Fabio F,2,8,World Cup XVII,Round 2 - Group E,
24821,Lorenzo L,Oliver St,4,7,World Cup XVII,Round 2 - Group E,
24822,Steve C,Thor S,4,4,World Cup XVII,Round 2 - Group E,
24823,Frank F,Lee W,5,4,World Cup XVII,Round 2 - Group E,
24824,Fabio F,Lorenzo L,9,4,World Cup XVII,Round 2 - Group E,
24825,Steve C,Jacob K,8,3,World Cup XVII,Round 2 - Group E,
24826,Frank F,Oliver St,2,3,World Cup XVII,Round 2 - Group E,
24827,Lee W,Thor S,2,10,World Cup XVII,Round 2 - Group E,
24828,Andy G,Dagh N,7,5,World Cup XVII,Round 2 - Group F,
24829,Christopher D,Robert S,3,2,World Cup XVII,Round 2 - Group F,
24830,Sandro T,John H,5,4,World Cup XVII,Round 2 - Group F,
24831,Marco D,Gianni T,5,8,World Cup XVII,Round 2 - Group F,
24832,Christopher D,Andy G,3,4,World Cup XVII,Round 2 - Group F,
24833,Sandro T,Dagh N,4,8,World Cup XVII,Round 2 - Group F,
24834,Marco D,Robert S,3,2,World Cup XVII,Round 2 - Group F,
24835,Gianni T,John H,8,2,World Cup XVII,Round 2 - Group F,
24836,Andy G,Sandro T,9,2,World Cup XVII,Round 2 - Group F,
24837,Marco D,Christopher D,1,6,World Cup XVII,Round 2 - Group F,
24838,Gianni T,Dagh N,5,9,World Cup XVII,Round 2 - Group F,
24839,John H,Robert S,3,1,World Cup XVII,Round 2 - Group F,
24840,Marco D,Andy G,2,7,World Cup XVII,Round 2 - Group F,
24841,Gianni T,Sandro T,9,1,World Cup XVII,Round 2 - Group F,
24842,John H,Christopher D,5,4,World Cup XVII,Round 2 - Group F,
24843,Robert S,Dagh N,0,12,World Cup XVII,Round 2 - Group F,
24844,Andy G,Gianni T,6,6,World Cup XVII,Round 2 - Group F,
24845,John H,Marco D,4,3,World Cup XVII,Round 2 - Group F,
24846,Robert S,Sandro T,1,3,World Cup XVII,Round 2 - Group F,
24847,Dagh N,Christopher D,7,6,World Cup XVII,Round 2 - Group F,
24848,John H,Andy G,3,7,World Cup XVII,Round 2 - Group F,
24849,Robert S,Gianni T,0,10,World Cup XVII,Round 2 - Group F,
24850,Dagh N,Marco D,13,1,World Cup XVII,Round 2 - Group F,
24851,Christopher D,Sandro T,6,3,World Cup XVII,Round 2 - Group F,
24852,Andy G,Robert S,13,1,World Cup XVII,Round 2 - Group F,
24853,Dagh N,John H,8,5,World Cup XVII,Round 2 - Group F,
24854,Christopher D,Gianni T,6,7,World Cup XVII,Round 2 - Group F,
24855,Sandro T,Marco D,6,3,World Cup XVII,Round 2 - Group F,
24856,Jorn F,Jaume P,3,3,World Cup XVII,Places 25-32,
24857,Jaume P,Jorn F,1,3,World Cup XVII,Places 25-32,
24858,Jorg P,Peter S,6,5,World Cup XVII,Places 25-32,
24859,Peter S,Jorg P,3,4,World Cup XVII,Places 25-32,
24860,Torgny A,Thomas N,2,3,World Cup XVII,Places 25-32,
24861,Thomas N,Torgny A,1,1,World Cup XVII,Places 25-32,
24862,Michele L,Wolf H,3,3,World Cup XVII,Places 25-32,
24863,Wolf H,Michele L,2,7,World Cup XVII,Places 25-32,
24864,Jaume P,Torgny A,4,3,World Cup XVII,Places 29-32,
24865,Torgny A,Jaume P,2,3,World Cup XVII,Places 29-32,
24866,Peter S,Wolf H,3,2,World Cup XVII,Places 29-32,
24867,Wolf H,Peter S,4,6,World Cup XVII,Places 29-32,
24868,Torgny A,Wolf H,5,3,World Cup XVII,31st Place Final,
24869,Wolf H,Torgny A,1,4,World Cup XVII,31st Place Final,
24870,Jaume P,Peter S,4,3,World Cup XVII,29th Place Final,
24871,Peter S,Jaume P,2,4,World Cup XVII,29th Place Final,
24872,Jorn F,Thomas N,5,1,World Cup XVII,Places 25-28,
24873,Thomas N,Jorn F,1,2,World Cup XVII,Places 25-28,
24874,Jorg P,Michele L,7,2,World Cup XVII,Places 25-28,
24875,Michele L,Jorg P,3,5,World Cup XVII,Places 25-28,
24876,Michele L,Thomas N,1,1,World Cup XVII,27th Place Final,
24877,Thomas N,Michele L,2,4,World Cup XVII,27th Place Final,
24878,Jorg P,Jorn F,3,3,World Cup XVII,25th Place Final,
24879,Jorn F,Jorg P,3,5,World Cup XVII,25th Place Final,
24880,Rodolfo M,Dennis N,5,3,World Cup XVII,Places 17-24,
24881,Dennis N,Rodolfo M,1,0,World Cup XVII,Places 17-24,
24882,Stephen D,Cornelius H,8,1,World Cup XVII,Places 17-24,
24883,Cornelius H,Stephen D,3,1,World Cup XVII,Places 17-24,
24884,Ian K,Paolo S,2,3,World Cup XVII,Places 17-24,
24885,Paolo S,Ian K,4,2,World Cup XVII,Places 17-24,
24886,Michael G,Peter K,5,4,World Cup XVII,Places 17-24,
24887,Peter K,Michael G,5,2,World Cup XVII,Places 17-24,
24888,Dennis N,Ian K,0,5,World Cup XVII,Places 21-24,
24889,Ian K,Dennis N,2,3,World Cup XVII,Places 21-24,
24890,Cornelius H,Michael G,2,3,World Cup XVII,Places 21-24,
24891,Michael G,Cornelius H,3,0,World Cup XVII,Places 21-24,
24892,Cornelius H,Dennis N,2,3,World Cup XVII,23rd Place Final,
24893,Dennis N,Cornelius H,1,2,World Cup XVII,23rd Place Final,2-4 e.t.
24894,Ian K,Michael G,5,2,World Cup XVII,21st Place Final,
24895,Michael G,Ian K,3,2,World Cup XVII,21st Place Final,
24896,Rodolfo M,Paolo S,3,4,World Cup XVII,Places 17-20,
24897,Paolo S,Rodolfo M,3,4,World Cup XVII,Places 17-20,(3-4) 4-5 p.k.
24898,Stephen D,Peter K,6,3,World Cup XVII,Places 17-20,
24899,Peter K,Stephen D,4,4,World Cup XVII,Places 17-20,
24900,Paolo S,Peter K,7,3,World Cup XVII,19th Place Final,
24901,Peter K,Paolo S,3,2,World Cup XVII,19th Place Final,
24902,Rodolfo M,Stephen D,3,1,World Cup XVII,17th Place Final,
24903,Frank F,Robert S,3,2,World Cup XVII,Places 9-16,
24904,Robert S,Frank F,2,2,World Cup XVII,Places 9-16,(8-6) 12-11 p.k.
24905,Lee W,Marco D,2,7,World Cup XVII,Places 9-16,
24906,Marco D,Lee W,2,6,World Cup XVII,Places 9-16,
24907,Sandro T,Jacob K,3,4,World Cup XVII,Places 9-16,
24908,Jacob K,Sandro T,9,2,World Cup XVII,Places 9-16,
24909,John H,Lorenzo L,2,2,World Cup XVII,Places 9-16,
24910,Lorenzo L,John H,3,4,World Cup XVII,Places 9-16,
24911,Robert S,Sandro T,3,5,World Cup XVII,Places 13-16,
24912,Sandro T,Robert S,3,3,World Cup XVII,Places 13-16,
24913,Lee W,Lorenzo L,2,2,World Cup XVII,Places 13-16,
24914,Lorenzo L,Lee W,3,8,World Cup XVII,Places 13-16,
24915,Lorenzo L,Robert S,2,2,World Cup XVII,15th Place Final,
24916,Robert S,Lorenzo L,2,4,World Cup XVII,15th Place Final,
24917,Sandro T,Lee W,7,3,World Cup XVII,13th Place Final,
24918,Lee W,Sandro T,3,4,World Cup XVII,13th Place Final,
24919,Frank F,Jacob K,4,3,World Cup XVII,Places 9-12,
24920,Jacob K,Frank F,3,3,World Cup XVII,Places 9-12,
24921,Marco D,John H,1,2,World Cup XVII,Places 9-12,
24922,John H,Marco D,2,3,World Cup XVII,Places 9-12,3-3 e.t.
24923,John H,Jacob K,1,1,World Cup XVII,11th Place Final,
24924,Jacob K,John H,5,8,World Cup XVII,11th Place Final,
24925,Marco D,Frank F,7,3,World Cup XVII,9th Place Final,
24926,Frank F,Marco D,2,5,World Cup XVII,9th Place Final,
24927,Thor S,Christopher D,6,4,World Cup XVII,Quarter Finals,
24928,Christopher D,Thor S,6,4,World Cup XVII,Quarter Finals,
24929,Fabio F,Gianni T,5,5,World Cup XVII,Quarter Finals,
24930,Gianni T,Fabio F,4,1,World Cup XVII,Quarter Finals,
24931,Dagh N,Oliver St,9,4,World Cup XVII,Quarter Finals,
24932,Oliver St,Dagh N,5,10,World Cup XVII,Quarter Finals,
24933,Andy G,Steve C,5,1,World Cup XVII,Quarter Finals,
24934,Steve C,Andy G,5,9,World Cup XVII,Quarter Finals,
24935,Thor S,Oliver St,7,4,World Cup XVII,Places 5-8,
24936,Oliver St,Thor S,4,8,World Cup XVII,Places 5-8,
24937,Fabio F,Steve C,5,1,World Cup XVII,Places 5-8,
24938,Steve C,Fabio F,1,1,World Cup XVII,Places 5-8,
24939,Steve C,Oliver St,4,3,World Cup XVII,7th Place Final,
24940,Oliver St,Steve C,4,6,World Cup XVII,7th Place Final,
24941,Fabio F,Thor S,6,4,World Cup XVII,5th Place Final,
24942,Thor S,Fabio F,5,5,World Cup XVII,5th Place Final,
24943,Christopher D,Dagh N,3,10,World Cup XVII,Semi Finals,
24944,Dagh N,Christopher D,11,5,World Cup XVII,Semi Finals,
24945,Gianni T,Andy G,7,3,World Cup XVII,Semi Finals,
24946,Andy G,Gianni T,2,4,World Cup XVII,Semi Finals,
24947,Christopher D,Andy G,6,5,World Cup XVII,3rd Place Final,
24948,Dagh N,Gianni T,5,6,World Cup XVII,Final,
24949,Gianni T,Dagh N,3,5,World Cup XVII,Final,
24950,Rodolfo M,Cornelius H,3,3,Jerez XI,,
24951,Fran S,Samu G,3,4,Jerez XI,,
24952,Frank F,Oliver St,1,7,Jerez XI,,
24953,Jaume P,Leonardo A,1,3,Jerez XI,,
24954,Fran S,Rodolfo M,2,5,Jerez XI,,
24955,Frank F,Cornelius H,4,2,Jerez XI,,
24956,Jaume P,Samu G,2,4,Jerez XI,,
24957,Leonardo A,Oliver St,4,9,Jerez XI,,
24958,Rodolfo M,Frank F,1,5,Jerez XI,,
24959,Jaume P,Fran S,1,2,Jerez XI,,
24960,Leonardo A,Cornelius H,4,4,Jerez XI,,
24961,Oliver St,Samu G,14,2,Jerez XI,,
24962,Jaume P,Rodolfo M,4,3,Jerez XI,,
24963,Leonardo A,Frank F,4,5,Jerez XI,,
24964,Oliver St,Fran S,14,0,Jerez XI,,
24965,Samu G,Cornelius H,3,2,Jerez XI,,
24966,Rodolfo M,Leonardo A,6,4,Jerez XI,,
24967,Oliver St,Jaume P,8,1,Jerez XI,,
24968,Samu G,Frank F,2,8,Jerez XI,,
24969,Cornelius H,Fran S,3,0,Jerez XI,,
24970,Oliver St,Rodolfo M,8,1,Jerez XI,,
24971,Samu G,Leonardo A,2,6,Jerez XI,,
24972,Cornelius H,Jaume P,4,3,Jerez XI,,
24973,Fran S,Frank F,0,10,Jerez XI,,
24974,Rodolfo M,Samu G,6,1,Jerez XI,,
24975,Cornelius H,Oliver St,2,12,Jerez XI,,
24976,Fran S,Leonardo A,3,3,Jerez XI,,
24977,Frank F,Jaume P,7,3,Jerez XI,,
24978,Cornelius H,Rodolfo M,3,4,Jerez XI,,
24979,Samu G,Fran S,0,2,Jerez XI,,
24980,Oliver St,Frank F,5,3,Jerez XI,,
24981,Leonardo A,Jaume P,7,2,Jerez XI,,
24982,Rodolfo M,Fran S,3,2,Jerez XI,,
24983,Cornelius H,Frank F,3,3,Jerez XI,,
24984,Samu G,Jaume P,0,3,Jerez XI,,
24985,Oliver St,Leonardo A,10,2,Jerez XI,,
24986,Frank F,Rodolfo M,3,1,Jerez XI,,
24987,Fran S,Jaume P,3,6,Jerez XI,,
24988,Cornelius H,Leonardo A,6,2,Jerez XI,,
24989,Samu G,Oliver St,4,11,Jerez XI,,
24990,Rodolfo M,Jaume P,4,5,Jerez XI,,
24991,Frank F,Leonardo A,5,5,Jerez XI,,
24992,Fran S,Oliver St,4,10,Jerez XI,,
24993,Cornelius H,Samu G,1,0,Jerez XI,,
24994,Leonardo A,Rodolfo M,5,4,Jerez XI,,
24995,Jaume P,Oliver St,0,9,Jerez XI,,
24996,Frank F,Samu G,6,2,Jerez XI,,
24997,Fran S,Cornelius H,4,1,Jerez XI,,
24998,Rodolfo M,Oliver St,3,9,Jerez XI,,
24999,Leonardo A,Samu G,4,1,Jerez XI,,
25000,Jaume P,Cornelius H,3,3,Jerez XI,,
25001,Frank F,Fran S,6,2,Jerez XI,,
25002,Samu G,Rodolfo M,1,5,Jerez XI,,
25003,Oliver St,Cornelius H,11,0,Jerez XI,,
25004,Leonardo A,Fran S,2,1,Jerez XI,,
25005,Jaume P,Frank F,1,5,Jerez XI,,
25006,Luigi F,Lorenzo C,3,4,Milan XXXVII,,
25007,Maurizio L,Paolo S,2,6,Milan XXXVII,,
25008,Lorenzo L,Sandro T,2,3,Milan XXXVII,,
25009,Gianni T,Denny M,17,0,Milan XXXVII,,
25010,Fabio F,Marco D,5,1,Milan XXXVII,,
25011,Luigi F,Flavio Z,8,1,Milan XXXVII,,
25012,Lorenzo L,Lorenzo C,2,3,Milan XXXVII,,
25013,Gianni T,Paolo S,10,1,Milan XXXVII,,
25014,Fabio F,Sandro T,3,1,Milan XXXVII,,
25015,Marco D,Denny M,6,1,Milan XXXVII,,
25016,Flavio Z,Maurizio L,6,3,Milan XXXVII,,
25017,Lorenzo L,Luigi F,3,5,Milan XXXVII,,
25018,Fabio F,Lorenzo C,6,3,Milan XXXVII,,
25019,Marco D,Paolo S,7,2,Milan XXXVII,,
25020,Denny M,Sandro T,1,4,Milan XXXVII,,
25021,Lorenzo L,Flavio Z,2,4,Milan XXXVII,,
25022,Gianni T,Maurizio L,7,0,Milan XXXVII,,
25023,Fabio F,Luigi F,5,2,Milan XXXVII,,
25024,Denny M,Lorenzo C,0,11,Milan XXXVII,,
25025,Sandro T,Paolo S,6,5,Milan XXXVII,,
25026,Flavio Z,Gianni T,1,8,Milan XXXVII,,
25027,Fabio F,Lorenzo L,7,1,Milan XXXVII,,
25028,Marco D,Maurizio L,9,4,Milan XXXVII,,
25029,Denny M,Luigi F,0,10,Milan XXXVII,,
25030,Paolo S,Lorenzo C,2,8,Milan XXXVII,,
25031,Fabio F,Flavio Z,11,1,Milan XXXVII,,
25032,Marco D,Gianni T,5,8,Milan XXXVII,,
25033,Denny M,Lorenzo L,0,7,Milan XXXVII,,
25034,Sandro T,Maurizio L,9,2,Milan XXXVII,,
25035,Paolo S,Luigi F,4,7,Milan XXXVII,,
25036,Flavio Z,Marco D,4,2,Milan XXXVII,,
25037,Denny M,Fabio F,2,10,Milan XXXVII,,
25038,Sandro T,Gianni T,1,9,Milan XXXVII,,
25039,Paolo S,Lorenzo L,3,6,Milan XXXVII,,
25040,Lorenzo C,Maurizio L,12,2,Milan XXXVII,,
25041,Denny M,Flavio Z,0,3,Milan XXXVII,,
25042,Sandro T,Marco D,3,2,Milan XXXVII,,
25043,Paolo S,Fabio F,3,7,Milan XXXVII,,
25044,Lorenzo C,Gianni T,3,5,Milan XXXVII,,
25045,Luigi F,Maurizio L,8,3,Milan XXXVII,,
25046,Flavio Z,Sandro T,5,3,Milan XXXVII,,
25047,Paolo S,Denny M,7,1,Milan XXXVII,,
25048,Lorenzo C,Marco D,7,1,Milan XXXVII,,
25049,Luigi F,Gianni T,2,8,Milan XXXVII,,
25050,Maurizio L,Lorenzo L,1,4,Milan XXXVII,,
25051,Paolo S,Flavio Z,5,3,Milan XXXVII,,
25052,Lorenzo C,Sandro T,6,4,Milan XXXVII,,
25053,Luigi F,Marco D,5,4,Milan XXXVII,,
25054,Maurizio L,Fabio F,0,10,Milan XXXVII,,
25055,Lorenzo L,Gianni T,2,6,Milan XXXVII,,
25056,Flavio Z,Lorenzo C,2,5,Milan XXXVII,,
25057,Luigi F,Sandro T,4,3,Milan XXXVII,,
25058,Maurizio L,Denny M,3,0,Milan XXXVII,,
25059,Lorenzo L,Marco D,0,3,Milan XXXVII,,
25060,Gianni T,Fabio F,11,3,Milan XXXVII,,
25061,Andy G,Christopher D,6,5,Manchester IV,,
25062,Andy G,Ian K,6,3,Manchester IV,,
25063,Andy G,John V,8,0,Manchester IV,,
25064,Andy G,Lee W,6,1,Manchester IV,,
25065,Andy G,Mark V,9,4,Manchester IV,,
25066,Andy G,Robert S,9,0,Manchester IV,,
25067,Andy G,Steve C,6,5,Manchester IV,,
25068,Christopher D,Andy G,4,10,Manchester IV,,
25069,Christopher D,Ian K,8,2,Manchester IV,,
25070,Christopher D,John V,10,0,Manchester IV,,
25071,Christopher D,Lee W,10,3,Manchester IV,,
25072,Christopher D,Mark V,11,0,Manchester IV,,
25073,Christopher D,Robert S,1,3,Manchester IV,,
25074,Christopher D,Steve C,5,2,Manchester IV,,
25075,Ian K,Andy G,2,8,Manchester IV,,
25076,Ian K,Christopher D,3,11,Manchester IV,,
25077,Ian K,John V,8,1,Manchester IV,,
25078,Ian K,Lee W,1,8,Manchester IV,,
25079,Ian K,Mark V,0,1,Manchester IV,,
25080,Ian K,Robert S,3,5,Manchester IV,,
25081,Ian K,Steve C,3,6,Manchester IV,,
25082,John V,Andy G,0,10,Manchester IV,,
25083,John V,Christopher D,1,10,Manchester IV,,
25084,John V,Ian K,0,11,Manchester IV,,
25085,John V,Lee W,1,8,Manchester IV,,
25086,John V,Mark V,3,4,Manchester IV,,
25087,John V,Robert S,4,5,Manchester IV,,
25088,John V,Steve C,3,10,Manchester IV,,
25089,Lee W,Mark V,10,0,Manchester IV,,
25090,Lee W,Andy G,2,10,Manchester IV,,
25091,Lee W,Christopher D,1,8,Manchester IV,,
25092,Lee W,Ian K,6,2,Manchester IV,,
25093,Lee W,John V,12,0,Manchester IV,,
25094,Lee W,Robert S,8,3,Manchester IV,,
25095,Lee W,Steve C,1,6,Manchester IV,,
25096,Mark V,Andy G,1,11,Manchester IV,,
25097,Mark V,Christopher D,1,7,Manchester IV,,
25098,Mark V,Ian K,0,11,Manchester IV,,
25099,Mark V,John V,3,3,Manchester IV,,
25100,Mark V,Lee W,1,4,Manchester IV,,
25101,Mark V,Robert S,1,2,Manchester IV,,
25102,Mark V,Steve C,0,12,Manchester IV,,
25103,Robert S,Andy G,3,5,Manchester IV,,
25104,Robert S,Christopher D,3,8,Manchester IV,,
25105,Robert S,Ian K,3,3,Manchester IV,,
25106,Robert S,John V,8,1,Manchester IV,,
25107,Robert S,Lee W,2,7,Manchester IV,,
25108,Robert S,Mark V,4,1,Manchester IV,,
25109,Robert S,Steve C,2,3,Manchester IV,,
25110,Steve C,Andy G,0,7,Manchester IV,,
25111,Steve C,Christopher D,0,8,Manchester IV,,
25112,Steve C,Ian K,5,1,Manchester IV,,
25113,Steve C,John V,6,4,Manchester IV,,
25114,Steve C,Lee W,1,8,Manchester IV,,
25115,Steve C,Mark V,8,1,Manchester IV,,
25116,Steve C,Robert S,5,1,Manchester IV,,
25117,Garry C,Simon K,0,2,Birmingham XLVIII,,
25118,Steve E,Lee W,6,3,Birmingham XLVIII,,
25119,Robert S,Mick C,5,3,Birmingham XLVIII,,
25120,Robert S,Simon K,5,2,Birmingham XLVIII,,
25121,Mick C,Steve E,3,3,Birmingham XLVIII,,
25122,Lee W,Garry C,8,2,Birmingham XLVIII,,
25123,Lee W,Simon K,4,2,Birmingham XLVIII,,
25124,Garry C,Mick C,10,4,Birmingham XLVIII,,
25125,Steve E,Robert S,2,4,Birmingham XLVIII,,
25126,Steve E,Simon K,4,4,Birmingham XLVIII,,
25127,Robert S,Garry C,0,6,Birmingham XLVIII,,
25128,Mick C,Lee W,5,6,Birmingham XLVIII,,
25129,Mick C,Simon K,2,3,Birmingham XLVIII,,
25130,Lee W,Robert S,2,3,Birmingham XLVIII,,
25131,Garry C,Steve E,1,4,Birmingham XLVIII,,
25132,Simon K,Garry C,2,1,Birmingham XLVIII,,
25133,Lee W,Steve E,6,6,Birmingham XLVIII,,
25134,Mick C,Robert S,2,5,Birmingham XLVIII,,
25135,Simon K,Robert S,2,2,Birmingham XLVIII,,
25136,Steve E,Mick C,8,3,Birmingham XLVIII,,
25137,Garry C,Lee W,2,5,Birmingham XLVIII,,
25138,Simon K,Lee W,2,7,Birmingham XLVIII,,
25139,Mick C,Garry C,4,7,Birmingham XLVIII,,
25140,Robert S,Steve E,2,6,Birmingham XLVIII,,
25141,Simon K,Steve E,3,4,Birmingham XLVIII,,
25142,Garry C,Robert S,3,1,Birmingham XLVIII,,
25143,Lee W,Mick C,4,2,Birmingham XLVIII,,
25144,Simon K,Mick C,4,6,Birmingham XLVIII,,
25145,Robert S,Lee W,2,5,Birmingham XLVIII,,
25146,Steve E,Garry C,2,2,Birmingham XLVIII,,
25147,Oliver St,Fabio F,1,12,World Cup XVIII,Round 1 - Group A,
25148,Sandro T,John V,6,2,World Cup XVIII,Round 1 - Group A,
25149,Alessandro V,Steve B,4,2,World Cup XVIII,Round 1 - Group A,
25150,Simon K,Paolo S,4,1,World Cup XVIII,Round 1 - Group A,
25151,Jorn F,Mick C,3,7,World Cup XVIII,Round 1 - Group A,
25152,Fabio F,Alessandro V,17,1,World Cup XVIII,Round 1 - Group A,
25153,Simon K,Sandro T,2,3,World Cup XVIII,Round 1 - Group A,
25154,Jorn F,Oliver St,0,8,World Cup XVIII,Round 1 - Group A,
25155,Mick C,John V,7,0,World Cup XVIII,Round 1 - Group A,
25156,Paolo S,Steve B,10,1,World Cup XVIII,Round 1 - Group A,
25157,Jorn F,Fabio F,2,8,World Cup XVIII,Round 1 - Group A,
25158,Mick C,Simon K,4,3,World Cup XVIII,Round 1 - Group A,
25159,Paolo S,Alessandro V,4,7,World Cup XVIII,Round 1 - Group A,
25160,Steve B,Sandro T,1,4,World Cup XVIII,Round 1 - Group A,
25161,John V,Oliver St,1,14,World Cup XVIII,Round 1 - Group A,
25162,Fabio F,Paolo S,13,0,World Cup XVIII,Round 1 - Group A,
25163,Steve B,Mick C,1,6,World Cup XVIII,Round 1 - Group A,
25164,John V,Jorn F,1,5,World Cup XVIII,Round 1 - Group A,
25165,Oliver St,Simon K,3,4,World Cup XVIII,Round 1 - Group A,
25166,Sandro T,Alessandro V,2,3,World Cup XVIII,Round 1 - Group A,
25167,John V,Fabio F,1,19,World Cup XVIII,Round 1 - Group A,
25168,Oliver St,Steve B,8,1,World Cup XVIII,Round 1 - Group A,
25169,Sandro T,Paolo S,3,3,World Cup XVIII,Round 1 - Group A,
25170,Alessandro V,Mick C,4,3,World Cup XVIII,Round 1 - Group A,
25171,Simon K,Jorn F,3,2,World Cup XVIII,Round 1 - Group A,
25172,Fabio F,Sandro T,7,5,World Cup XVIII,Round 1 - Group A,
25173,Alessandro V,Oliver St,8,7,World Cup XVIII,Round 1 - Group A,
25180,Paolo S,Oliver St,2,8,World Cup XVIII,Round 1 - Group A,
